name,rank,year,company_founded,company_name,company_relationship,company_sector,company_type,demographics_age,demographics_gender,location_citizenship,location_country_code,location_gdp,location_region,wealth_type,wealth_worth_in_billions,wealth_how_category,wealth_how_from_emerging,wealth_how_industry,wealth_how_inherited,wealth_how_was_founder,wealth_how_was_political
 Wang Yung-Tsai ,520,"2,014.00","1,954.00", Formosa Plastics , founder , petrochemicals , new ,93, male , Taiwan , Taiwan , -   , East Asia , fnf ,3.1, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
" William Conway, Jr. ",520,"2,014.00","1,987.00", Carlyle Group , founder , private equity , new ,64, male , United States , USA , -   , North America , self-made finance ,3.1, Financial , True , Private equity/leveraged buyout , nonin , True , True 
 Yitzhak Tshuva ,520,"2,014.00","1,992.00", El-Ad Group , founder and chairman , real estate , new ,65, male , Israel , ISR , -   , Middle East/North Africa , self-made finance ,3.1, Financial , True , Real Estate , nonin , True , True 
 Alexander Nesis ,551,"2,014.00","1,991.00", ICT Group , founder , private equity , new ,51, male , Russia , RUS , -   , Europe , privatized and resources ,3, Resource Related , True , Mining and metals , nonin , True , True 
" Amos Hostetter, Jr. ",551,"2,014.00","1,964.00", Continental Cablevision , founder , media , new ,77, male , United States , USA , -   , North America , fnf ,3, Non-Traded Sectors , True , Media , nonin , True , True 
 Anthony Pratt ,551,"2,014.00","1,948.00", Pratt Industries/Visy Industries , relation , paper , new ,53, male , Australia , AUS , -   , North America , inherited ,3, Traded Sectors , True , Consumer , father , True , True 
 Brian Acton ,551,"2,014.00","2,009.00", WhatsApp , founder , software , new ,42, male , United States , USA , -   , North America , fnf ,3, New Sectors , True , Technology-Computer , nonin , True , True 
 Edward Lampert ,551,"2,014.00","1,988.00", ESL Investment , founder , investment banking , new ,51, male , United States , USA , -   , North America , fnf ,3, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Fred DeLuca ,551,"2,014.00","1,965.00", Subway , founder , restaurant , new ,66, male , United States , USA , -   , North America , fnf ,3, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Friedhelm Loh ,551,"2,014.00","1,961.00", Loh Group , relation , industrial software , new ,67, male , Germany , DEU , -   , Europe , inherited ,3, Traded Sectors , True , Non-consumer industrial , father , True , True 
 H. Fisk Johnson ,551,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,55, male , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Harry Stine ,551,"2,014.00","1,965.00", The Stine Seed Group , founder , seeds , new ,72, male , United States , USA , -   , North America , fnf ,3, Traded Sectors , True , Consumer , nonin , True , True 
 Helen Johnson-Leipold ,551,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,57, female , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Husnu Ozyegin ,551,"2,014.00","1,987.00", FIBA Holding , founder , finance , new ,69, male , Turkey , TUR , -   , Middle East/North Africa , self-made finance ,3, Financial , True , Money Management , nonin , True , True 
 Imogene Powers Johnson ,551,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,84, female , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , 4th generation , True , True 
 James Leprino ,551,"2,014.00","1,950.00", Leprino Foods , relation and chairman , cheese , new ,76, male , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , father , True , True 
 Jerry Jones ,551,"2,014.00","1,970.00", Jones Oil and Land Lease , founder , oil and gas , new ,71, male , United States , USA , -   , North America , fnf ,3, -   , True , Other , nonin , True , True 
 John Catsimatidis ,551,"2,014.00","1,971.00", Gristedes Foods , founder , groceries , new ,65, male , United States , USA , -   , North America , privatized and resources ,3, Resource Related , True , Energy , nonin , True , True 
 John Paul DeJoria ,551,"2,014.00","1,980.00", John Paul Mitchell Systems/Patron Spirits Company , founder , hair care products/tequila , new ,70, male , United States , USA , -   , North America , fnf ,3, Traded Sectors , True , Consumer , nonin , True , True 
 Kerr Neilson ,551,"2,014.00","1,994.00", Platinum Asset Management , founder , asset management , new ,64, male , Australia , AUS , -   , North America , self-made finance ,3, Financial , True , Diversified financial , nonin , True , True 
 Kushal Pal Singh ,551,"2,014.00","1,946.00", DLF Limited , relation and chairman , real estate , new ,82, male , India , IND , -   , South Asia , inherited ,3, Financial , True , Real Estate , father , True , True 
 Lawrence Ho ,551,"2,014.00","1,962.00"," Sociedade de Turismo e Divers?es de Macau, SA ", relation , real estate , new ,37, male , Hong Kong , HKG , -   , East Asia , inherited ,3, Financial , True , Real Estate , father , True , True 
 Lu Zhiqiang ,551,"2,014.00","1,985.00", Oceanwide Group of Beijing , chairman ," real estate, financial services and computers ", new ,61, male , China , CHN , -   , East Asia , self-made finance ,3, Financial , True , Diversified financial , nonin , True , True 
 Michel Leclercq ,551,"2,014.00","1,976.00", Oxylane , founder , sports equipment , new ,74, male , France , FRA , -   , Europe , fnf ,3, Traded Sectors , True , Consumer , nonin , True , True 
 Paul Ramsay ,551,"2,014.00","1,964.00", Ramsay Health Care , founder , hospitals , new ,78, male , Australia , AUS , -   , North America , fnf ,3, New Sectors , True , Technology-Medical , nonin , True , True 
 Peter Buck ,551,"2,014.00","1,965.00", Subway , founder , restaurant , new ,83, male , United States , USA , -   , North America , fnf ,3, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
" Robert Rich, Jr. ",551,"2,014.00","1,945.00", Rich Products Corporation , relation , frozen foods , new ,73, male , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , father , True , True 
 S. Curtis Johnson ,551,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,58, male , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Samuel Tak Lee ,551,"2,014.00","1,958.00", Prudential Enterprise , relation , real estate , new ,74, male , Hong Kong , HKG , -   , East Asia , inherited ,3, Financial , True , Real Estate , father , True , True 
 Tang Yiu ,551,"2,014.00","1,981.00", Belle Holdings , founder , footwear , new ,80, male , Hong Kong , HKG , -   , East Asia , fnf ,3, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Wang Yusuo ,551,"2,014.00","1,992.00", ENN Energy Group , founder , natural gas , new ,49, male , China , CHN , -   , East Asia , privatized and resources ,3, Resource Related , True , Energy , nonin , True , True 
 Winnie Johnson-Marquart ,551,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,54, female , United States , USA , -   , North America , inherited ,3, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Anil Agarwal ,580,"2,014.00","1,986.00", Vedanta Resources , founder , metals and mining , new ,60, male , India , IND , -   , South Asia , privatized and resources ,2.9, Resource Related , True , Mining and metals , nonin , True , True 
 Carlo Benetton ,580,"2,014.00","1,965.00", Benetton Group , founder , fashion , new ,70, male , Italy , ITA , -   , Europe , fnf ,2.9, Traded Sectors , True , Consumer , nonin , True , True 
 David Filo ,580,"2,014.00","1,994.00", Yahoo! , founder , software , new ,47, male , United States , USA , -   , North America , fnf ,2.9, New Sectors , True , Technology-Computer , nonin , True , True 
" David Rockefeller, Sr. ",580,"2,014.00","1,870.00", Standard Oil , relation , oil , new ,98, male , United States , USA , -   , North America , inherited ,2.9, Resource Related , True , Energy , 3rd generation , True , True 
 Do Won Chang ,580,"2,014.00","1,984.00", Forever 21 , founder , fashion , new , -   , male , United States , USA , -   , North America , fnf ,2.9, Traded Sectors , True , Consumer , nonin , True , True 
 Farhad Moshiri ,580,"2,014.00","1,999.00", Metalloinvest , founder , metals , new ,58, male , United Kingdom , GBR , -   , Europe , privatized and resources ,2.9, Resource Related , True , Mining and metals , nonin , True , True 
 Fernando Roberto Moreira Salles ,580,"2,014.00","1,926.00", Unibanco , relation , banking , new ,67, male , Brazil , BRA , -   , Latin America , inherited ,2.9, Financial , True , Money Management , 3rd generation , True , True 
 Gilberto Benetton ,580,"2,014.00","1,965.00", Benetton Group , founder , fashion , new ,72, male , Italy , ITA , -   , Europe , fnf ,2.9, Traded Sectors , True , Consumer , nonin , True , True 
 Giuliana Benetton ,580,"2,014.00","1,965.00", Benetton Group , founder , fashion , new ,76, female , Italy , ITA , -   , Europe , fnf ,2.9, Traded Sectors , True , Consumer , nonin , True , True 
 Herbert Louis ,580,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,85, male , United States , USA , -   , North America , inherited ,2.9, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Igor Olenicoff ,580,"2,014.00","1,973.00", Olen Properties , founder , real estate , new ,71, male , United States , USA , -   , North America , self-made finance ,2.9, Financial , True , Real Estate , nonin , True , True 
 Jaime Gilinski Bacal ,580,"2,014.00","1,991.00", Gilinski Group , relation ," banking, real estate ", aquired ,56, male , Colombia , COL , -   , Latin America , self-made finance ,2.9, Financial , True , Money Management , nonin , True , True 
 Jin Sook Chang ,580,"2,014.00","1,984.00", Forever 21 , founder , fashion , new , -   , female , United States , USA , -   , North America , fnf ,2.9, Traded Sectors , True , Consumer , nonin , True , True 
 Joao Moreira Salles ,580,"2,014.00","1,926.00", Unibanco , relation , banking , new ,52, male , Brazil , BRA , -   , Latin America , inherited ,2.9, Financial , True , Money Management , 3rd generation , True , True 
 John Arnold ,580,"2,014.00","2,003.00", Centaurus Advisors , founder , hedge funds , new ,39, male , United States , USA , -   , North America , self-made finance ,2.9, Financial , True , Hedge funds , nonin , True , True 
 John Fisher ,580,"2,014.00","1,969.00", The Gap , relation , clothing  , new ,52, male , United States , USA , -   , North America , inherited ,2.9, Traded Sectors , True , Consumer , father , True , True 
 Josephine Louis ,580,"2,014.00","1,886.00", S. C. Johnson & Son , relation , cleaning supplies , new ,83, female , United States , USA , -   , North America , inherited ,2.9, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Joshua Harris ,580,"2,014.00","1,990.00", Apollo Group Management , founder , private equity , new ,49, male , United States , USA , -   , North America , self-made finance ,2.9, Financial , True , Private equity/leveraged buyout , nonin , True , True 
 Luciano Benetton ,580,"2,014.00","1,965.00", Benetton Group , founder , fashion , new ,78, male , Italy , ITA , -   , Europe , fnf ,2.9, Traded Sectors , True , Consumer , nonin , True , True 
 Magdalena Martullo-Blocher ,580,"2,014.00","1,936.00", EMS-Chemie , relation and ceo , petrochemicals , aquired ,45, female , Switzerland , CHE , -   , Europe , inherited ,2.9, Traded Sectors , True , Non-consumer industrial , father , True , True 
 Marc Rowan ,580,"2,014.00","1,990.00", Apollo Group Management , founder , private equity , new ,52, male , United States , USA , -   , North America , self-made finance ,2.9, Financial , True , Private equity/leveraged buyout , nonin , True , True 
 Michael Pieper ,580,"2,014.00","1,911.00", Artemis Goup , relation , kitchen appliances , aquired ,68, male , Switzerland , CHE , -   , Europe , inherited ,2.9, Traded Sectors , True , Consumer , father , True , True 
 Michael Ying ,580,"2,014.00","1,968.00", Esprit Holdings Limited , former chairman and CEO , clothing , new ,64, male , Hong Kong , HKG , -   , East Asia , executive ,2.9, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Oprah Winfrey ,580,"2,014.00","1,986.00", Harpo Productions ," founder, chairwoman, ceo ", media , new ,60, female , United States , USA , -   , North America , fnf ,2.9, Non-Traded Sectors , True , Media , nonin , True , True 
 Pedro Moreira Salles ,580,"2,014.00","1,926.00", Unibanco , relation , banking , new ,54, male , Brazil , BRA , -   , Latin America , inherited ,2.9, Financial , True , Money Management , 3rd generation , True , True 
 Rahel Blocher ,580,"2,014.00","1,936.00", EMS-Chemie , relation , petrochemicals , aquired ,38, female , Switzerland , CHE , -   , Europe , inherited ,2.9, Traded Sectors , True , Non-consumer industrial , father , True , True 
 Robert Kraft ,580,"2,014.00","1,972.00", International Forest Products , founder , paper products , new ,72, male , United States , USA , -   , North America , fnf ,2.9, -   , True , Other , nonin , True , True 
 Thomas Pritzker ,580,"2,014.00","1,957.00", Hyatt , relation , hotels , aquired ,63, male , United States , USA , -   , North America , inherited ,2.9, Financial , True , Real Estate , father , True , True 
 Tom Gores ,580,"2,014.00","1,995.00", Platinum Equity , founder , private equity , new ,49, male , United States , USA , -   , North America , self-made finance ,2.9, Financial , True , Private equity/leveraged buyout , nonin , True , True 
